N,P,K,temperature,humidity,ph,rainfall,label
35,63,76,17.81564548,17.60756635,7.714153037999999,90.82097601,chickpea
40,16,35,34.16438906,54.16482251,4.954739564,98.33351125,mango
40,64,30,29.71092004,49.91688136,6.90647931,132.13607975,groundnut
13,23,6,23.96147583,90.26408017,7.365338111,102.6958703,orange
15,140,195,13.28504331,83.54193816,5.69945282,65.80006004,grapes
9,16,36,23.77989026,92.93386903,5.893332377999999,106.977723,pomegranate
56,31,29,22.00317183,47.50259429,7.75717842,86.51502538,mustard
31,8,7,34.51465139,93.63812684,7.163245982,103.5684926,orange
3,77,25,24.84906168,22.89464642,5.608165195,62.21292186,kidneybeans
100,21,53,18.03326839,81.36625911,5.43837225,195.61499625,cardamom
84,55,38,26.8748389,79.78725152,6.956682742999999,173.1017097,jute
101,54,48,19.55050494,59.98548898,7.39957347,88.86647577,wheat
54,61,27,29.06253133,50.77960018,6.43181085,59.27141122,groundnut
99,46,88,27.89280154,76.3011468,6.11270792,290.27273476,tea
30,120,200,38.06099482,82.24729637,6.234904253,65.70148216,grapes
20,79,77,18.54988627,16.02542689,7.64867466,76.32565249,chickpea
7,144,195,22.96388477,93.58065995,5.85648105,104.64729859999998,apple
52,51,53,38.38231475,93.10378595,6.985804083,210.2735346,papaya
50,23,42,34.0861242,43.12388618,6.88953178,117.79555229,jowar
69,67,52,27.71948962,94.43877142,6.827305908,82.83061083,papaya
51,22,44,19.08585311,86.796788,5.01311391,125.2311045,coffee
93,56,42,23.85724032,82.22572988,7.382762603,195.0948311,rice
53,34,46,29.34277933,59.76415996,6.03866241,117.60804367,jowar
120,44,63,25.66101812,85.41948724,7.78731924,237.99741568,sugarcane
105,63,82,29.65818223,66.75814865,5.77354703,112.95686287,turmeric
103,53,76,26.97490211,87.22921933,6.96251907,276.2031653,sugarcane
88,36,44,13.48817363,50.87426875,7.42757499,63.28584417,mustard
50,61,34,25.94191174,45.278195,7.18307447,56.85464049,groundnut
102,71,48,28.65456263,79.28693687,5.695267822000001,102.4633775,banana
110,71,54,28.67208915,82.20793613,5.725418961,94.37987496,banana
37,57,20,31.1006247,44.82069159,7.354286985,70.79934452,mothbeans
106,70,55,25.86824781,78.52399914,5.74055541,116.3019555,banana
27,8,30,26.44600063,98.29937782,6.008386282999999,221.2258168,coconut
110,40,73,32.18488611,51.17198008,7.89342619,125.15731033,cotton
73,57,41,21.44653958,84.94375962,5.824709117,272.2017204,rice
48,61,21,30.28496619,61.69295127,6.628264883,65.62859526,blackgram
80,44,25,28.33173725,58.63920638,6.54791915,106.85757768,jowar
98,25,120,28.77622974,82.07961411,7.14016293,332.56734097,coconut
137,53,110,26.65344206,86.84735417,6.89791533,133.89943728,banana
85,21,52,29.62800691,90.10051615,6.0751441160000015,23.69586761,muskmelon
86,47,57,33.08604923,59.21231093,6.34481528,149.86001946,cotton
26,72,22,28.76794904,37.57792132,4.674941549,91.72084869,pigeonpeas
145,43,52,30.04942468,68.44813479,6.80744584,224.01338038,sugarcane
36,7,37,19.8671184,86.35590206,5.782435567,108.3168858,pomegranate
39,58,37,24.6904667,68.42126462,6.48330054,105.75102768,groundnut
56,36,48,23.20866125,73.24770451,6.39462253,95.16957379,soybean
113,66,63,33.46695859,65.75377771,6.48388053,150.10389746,cotton
77,33,32,24.14491899,50.98738844,6.66134883,105.25926378,soybean
31,32,29,33.84487858,52.13044462,5.61477649,35.16603948,bajra
75,44,56,30.52492662,70.6946289,6.36534604,130.09084462,turmeric
14,131,198,33.4641162,83.86742974,5.562790949,67.92204319,grapes
37,18,39,24.1469628,94.5110662,6.424670614,110.2316633,pomegranate
77,49,37,29.15361895,39.89757111,7.99876511,116.46044303,jowar
68,46,50,20.71790937,75.4346471,4.53418754,218.9092163,tea
78,26,17,25.37883536,28.27620119,5.6711798,80.23900888,bajra
5,35,20,28.92952635,53.57014709,9.679240873,66.35634104,mothbeans
88,40,63,31.53056537,72.06312973,7.08606907,195.74924042,coconut
71,52,18,25.10787449,55.97732754,5.790770202999999,78.16077693,maize
17,136,196,23.87192332,90.49939035,5.882155987999999,103.0548094,apple
83,21,100,26.60001793,80.63308543,6.66044535,286.13977719,coconut
19,65,25,18.09551014,18.29318436,5.6250964460000015,144.7902323,kidneybeans
41,45,45,12.95673662,56.5495598,7.92109928,34.33917242,mustard
26,122,202,22.44516988,94.73763514,5.617227184,107.1843273,apple
32,12,30,25.39241091,98.08951196,5.579845008,218.080385,coconut
63,56,43,23.06392619,50.04158218,6.99233826,124.38667063,soybean
140,38,15,24.1472953,75.88298598,6.021439523,69.91563467,cotton
27,22,29,28.83214859,92.17170353,6.000248647,145.41723869999996,coconut
81,34,30,25.17787724,62.26244581,6.6477659970000005,135.0119649,coffee
115,40,58,22.38466653,63.64045513,7.44744498,117.60831963,cotton
36,19,32,27.10710832,50.70880979,4.94295037,92.37238878,mango
29,64,33,27.87969225,52.62277961,7.12028708,62.42253229,groundnut
85,52,45,26.31355498,82.36698992,7.224285503,265.5355937,rice
114,27,28,24.99451759,57.93250202,7.162802357,192.8736822,coffee
13,144,197,22.9215706,94.89613443,6.28022267,105.6941544,apple
55,65,46,23.13021821,49.62190071,6.56830843,103.62868705,groundnut
111,5,55,26.283443,84.42478917,6.520663422,50.78669728,watermelon
40,64,47,32.50037548,93.47888842,6.893509446,71.73759526,papaya
171,68,40,33.65407319,85.74811904,6.18526256,235.74742687,sugarcane
16,80,20,31.24021696,56.67369054,7.3393209289999986,122.0146733,pigeonpeas
100,36,71,26.45085715,84.70137121,6.12439446,125.31329064,coffee
114,30,51,29.24908541,90.06998135,6.069171847000001,25.93496537,muskmelon
34,29,8,31.87859192,91.15248149,6.450640306,105.3437825,orange
13,61,22,19.44084326,63.27771461,7.728832424,46.83130119,lentil
37,144,197,11.18994268,80.8084305,6.415555956,66.34234944,grapes
103,33,33,26.71717393,50.50148528,7.131435858,126.8073984,coffee
69,43,61,27.78165022,73.31828129,5.80149308,164.34901951,cardamom
57,33,38,11.45174204,56.85827725,6.74203862,31.48078926,mustard
115,55,24,16.82410448,59.78785408,7.11249429,59.90123251,wheat
37,66,85,20.93175255,18.91295403,6.456148474,78.06910795,chickpea
90,64,71,33.93154913,56.43131311,6.35276552,107.94286218,cotton
70,54,46,39.73149053,91.12220596,6.919342407,122.7628653,papaya
21,31,32,35.38598705,51.42664176,5.254532213,90.29643888,mango
116,45,64,30.3458128,82.99481291,6.01915475,176.2258845,turmeric
35,48,15,27.10818093,87.45126690000002,6.981758362000001,55.03723979,mungbean
40,60,20,25.85421746,67.30321334,6.47667369,102.61418617,groundnut
45,47,55,38.4191628,91.14220381,6.751452932,119.2653877,papaya
19,30,30,29.56549169,91.40896307,5.826381164,224.83157290000003,coconut
85,44,45,24.19811823,73.6313629,5.40770021,201.30808654,coffee
95,12,51,25.76484262,84.17269959999999,6.681606702000001,44.22066914,watermelon
81,51,50,27.45031381,50.49660714,6.9737296,114.3281961,soybean
127,53,24,22.21506982,76.17851932,6.127939627999999,70.40557612,cotton
58,23,43,24.8632013,94.12388816,5.96119214,227.36415725,cardamom
51,55,46,30.65652306,56.25573775,6.12146346,98.09875137,groundnut
97,25,50,26.22005978,80.90127035,6.093814669,49.08553937,watermelon
115,21,57,28.91338365,86.65222301,4.73006517,280.77699851,tea
62,52,16,22.27526694,58.84015925,6.9670577620000005,63.87020584,maize
110,70,81,27.17923558,78.04877556,7.04933492,236.39085345,sugarcane
22,64,82,19.48974337,17.17260319,6.4740245000000005,87.51312796,chickpea
95,14,50,26.6333118,84.31756844,6.560443519,56.31866159,watermelon
0,19,31,25.51791333,94.38420565,6.271952832999999,178.7297725,coconut
27,21,30,35.3915464,52.48823147,5.061081874,91.22881052,mango
46,24,31,30.61380316,45.41131795,5.52566619,92.66911141,bajra
74,54,38,25.65553461,83.47021081,7.120272972,217.3788583,rice
118,13,54,24.41311871,89.81574032,6.039584629,44.07843475,watermelon
10,37,22,28.7275267,89.12760359,7.069747813999999,58.52974279,mungbean
79,21,43,20.14759113,74.96890127,5.93494671,233.55189579,cardamom
32,68,52,32.68067385,92.61715632,6.800321319,248.8592986,papaya
77,55,43,25.49941707,75.99987588,6.663559451,193.71418280000003,jute
86,45,66,26.43946208,80.93144884,5.71418046,233.98637591,tea
23,65,20,23.0429097,22.42610972,5.833940084,108.3684316,kidneybeans
95,21,69,25.65923628,72.15802316,5.96189597,124.15207768,coffee
6,47,18,29.16174608,80.28038146,6.715276662999999,40.16545979,mungbean
77,40,20,17.23090021,50.72923491,6.39902971,78.52238216,wheat
85,25,66,18.53194214,89.98356097,4.53357688,193.89530552,tea
63,41,45,25.29781791,86.88705350000002,7.121933578999999,196.6249511,jute
119,58,75,34.69701597,69.20222405,6.6007735,143.43193308,cotton
124,61,78,22.72798208,52.84041894,7.87393554,111.81851314,cotton
30,75,81,19.41789736,16.80472243,6.4084378860000015,68.4951189,chickpea
8,28,30,25.51618488,94.33465411,6.015672239,135.1272491,coconut
52,32,39,26.95873783,70.79034265,6.35884195,135.56017047,soybean
43,24,25,10.24011046,53.90966682,6.81190227,84.94422043,mustard
47,26,31,29.05854109,49.27017941,7.11697499,81.05589264,bajra
98,18,27,27.56088634,68.49299897,6.516312148,167.43580749999995,coffee
85,59,38,22.83780281,46.02962751,7.84726944,116.256707,cotton
75,54,22,16.2232792,55.33001882,6.7362868,81.83853443,wheat
90,50,44,26.91643698,73.48655995,6.253408852000001,171.4716375,jute
21,78,19,27.16159076,66.76017239,6.92009048,69.85112265,blackgram
111,21,57,25.12638415,80.56433282,4.57992109,233.67093706,tea
23,59,19,21.98560799,24.87304788,5.852046999,129.5650601,kidneybeans
80,22,120,26.22140266,87.46036189,6.7451129,210.15294863,coconut
123,64,52,31.41179775,64.53973232,7.6325509,133.02309805,cotton
144,48,96,32.85704556,76.74782963,5.83903158,238.12918215,banana
70,46,90,27.35449006,92.70403584,5.11798228,208.16370846,coconut
105,88,54,25.78749808,84.51194224,6.020445317,114.2005455,banana
77,45,48,25.55653986,49.83812818,7.76224042,126.08285119,cotton
20,20,10,11.86631922,93.68394562,6.976997772000001,106.060149,orange
96,55,100,31.80154331,85.92829108,5.64994587,132.66420837,turmeric
23,33,28,28.64612309,68.97667394,7.47431363,124.75395545,groundnut
96,55,33,24.54583237,56.89518807,7.20479533,160.06202106,soybean
85,43,42,23.25144893,49.6124683,6.97228971,56.30996461,wheat
96,31,100,28.01216411,83.96510119,6.28151506,157.71699025,coconut
99,29,55,29.19378695,91.46241065,6.660954816,26.48240255,muskmelon
10,71,18,19.54284889,66.34777265,6.151029296,173.11069819999997,pigeonpeas
156,68,47,28.47961208,81.44490265,7.83348397,276.43543162,sugarcane
67,30,25,30.58907168,48.82379493,6.55406743,73.28160957,bajra
68,38,26,36.76475149,26.47493444,5.94966354,46.55525261,bajra
97,53,30,22.44290708,71.03180689,7.35781646,174.27592298,soybean
74,36,79,28.706909,84.04232146,6.93660573,106.50243634,turmeric
65,37,53,22.35451471,60.43004552,6.33790205,152.00638487,coffee
61,27,19,32.90893685,50.1432046,6.75254207,45.61207869,bajra
74,29,49,15.64080331,90.8716903,5.40763211,218.27950278,cardamom
121,47,95,28.78474156,80.86574095,6.68883794,145.38399564,turmeric
65,39,45,23.66805429,70.89000744,6.768001309,184.4633281,jute
94,70,48,25.13686519,84.88394407,6.195152442,91.46442491,banana
83,41,54,24.79313218,53.97523422,6.35311726,155.05082418,soybean
113,62,107,25.33272727,74.63275937,5.82789245,189.63269039,banana
83,41,32,26.13802861,56.81991912,7.41641545,51.36193734,jowar
76,47,76,27.19249831,60.48644705,5.8107807,129.03148731,cotton
61,30,21,28.10122226,34.03268585,7.5868779,31.18992396,bajra
35,52,19,27.10606808,89.89593328,6.698574085,37.45680611,mungbean
90,34,27,24.84009154,57.11001216,6.18867658,43.21485408,mustard
53,33,28,28.4040481,65.68127682,6.20358951,101.14907267,groundnut
72,65,53,21.74295929,73.41002575,7.454815,181.80940354,turmeric
86,49,58,25.48674117,74.38957615,6.66655098,193.9771298,cardamom
81,45,24,15.53867618,57.97238801,7.18038632,43.15596686,mustard
109,79,45,27.66752761,79.68542782,6.490074429,108.66464,banana
4,46,15,31.01274943,62.40392519,3.504752314,63.77192383,mothbeans
60,33,33,27.9671262,54.41074191,8.47588685,78.74212271,bajra
11,122,195,12.14190714,83.56812483,5.647202395,69.63122027,grapes
100,35,36,25.31042337,72.01364411,6.346715209,190.5577618,jute
63,52,52,23.34589466,69.89910886,6.9194751,126.87892574,soybean
88,35,35,27.55906475,58.45742907,6.784460602,117.9389993,coffee
30,122,197,21.37784654,92.72043743,5.573241391,106.1417017,apple
31,62,52,33.7960155,93.00754254,6.99104104,182.026807,papaya
35,64,78,17.92845928,14.27327988,7.496645259,85.37378769,chickpea
2,24,34,28.89409382,54.80750249,6.472774648,94.76322976,mango
53,48,29,14.54333657,48.07365296,6.61081456,52.52353239,mustard
44,59,78,20.67526473,19.85388984,7.599033472,84.78344008,chickpea
44,34,33,12.47971766,35.83494006,6.76818083,48.91611707,mustard
12,19,31,27.25373364,52.66319725,5.566704378,91.87312479,mango
70,36,42,21.84106875,80.72886384,6.9462098810000015,202.3838319,rice
90,33,55,29.0453199,89.27042422,4.73506797,223.80682977,tea
90,35,66,17.62701001,93.74027673,5.88610669,213.49854933,cardamom
50,33,36,29.1769211,53.8725153,6.18003078,150.18275649,soybean
120,56,100,24.81652061,82.32753644,7.37399127,161.73554506,turmeric
74,59,74,31.27750407,63.96963112,6.41623175,154.90846998,cotton
146,66,68,30.62276954,87.70647833,6.66456131,225.75836461,banana
61,34,42,21.96461561,47.96719621,7.0773577,79.43214434,mustard
58,57,47,25.00140835,55.10712963,6.78204016,55.53328173,groundnut
112,50,50,25.30800691,81.65735001,4.50926822,228.43418553,tea
131,71,69,28.93582162,83.58471512,6.52305214,189.27885469,sugarcane
38,138,204,25.11108456,83.25447587,6.325480034,73.01026829,grapes
73,58,21,19.97215954,57.68272924,6.596060648,60.65171481,maize
47,49,26,28.44458019,55.36005021,6.46314604,111.28490182,groundnut
27,73,79,19.16288268,15.83500655,7.354973451,82.69766829,chickpea
25,57,24,27.65472156,58.59986279,6.974978386,36.94255012,mothbeans
92,25,42,20.72611289,80.84155029,5.02430436,189.33333862,coffee
88,56,48,22.38154131,55.51907223,6.88961693,53.31055602,wheat
62,27,50,20.53809649,76.49111679,6.47239943,180.54710169,coffee
12,67,23,25.62896213,63.14909763,6.585020302999999,45.49683991,lentil
57,19,34,25.9048053,28.9340079,6.99283047,48.15787243,bajra
25,27,41,19.20090378,94.27659596,6.9235093710000015,108.0423555,pomegranate
95,39,29,27.35152643,55.99375012,7.13411409,148.98125249999995,coffee
62,21,70,26.95002082,83.80792626,5.62021186,229.8795445,coffee
11,14,5,11.50322938,94.8933184,6.946354724,115.56837759999998,orange
65,25,31,33.93593608,34.79543521,6.27512725,59.16472366,jowar
2,143,196,22.71271308,90.45261746,5.669489065,109.8852597,apple
39,65,23,25.43459777,69.12613376,7.685959305,41.02682925,lentil
12,63,17,18.358923,19.37703396,5.717143397,138.414764,kidneybeans
98,35,18,23.79746068,74.82913698,6.252797547999999,91.76337172,maize
49,69,82,18.31561493,15.36143547,7.26311855,81.78710463,chickpea
27,138,201,23.66682067,93.90191078,5.952367662,105.4004751,apple
86,76,54,29.3159075,80.11585705,5.926824754,90.10978128,banana
0,55,22,22.98666928,20.57940608,5.916779289,143.85849380000005,kidneybeans
5,29,44,21.02432943,93.0569505,5.578095745,104.7847006,pomegranate
73,33,25,22.70280663,63.09948417,6.23495443,110.79446903,wheat
146,78,40,32.98482584,77.37396323,7.18030835,225.43884267,sugarcane
41,62,15,29.38400259,64.14928485,7.358974541,65.24194361,blackgram
70,68,45,33.83508569,92.85470152,6.991626158,203.4044028,papaya
23,7,34,26.1055118,91.52421214,5.852038202,134.1279669,coconut
72,42,43,28.36368392,54.4558357,6.30714372,139.73860498,soybean
72,41,36,26.50838667,86.84264005,6.065898282999999,152.9801697,jute
118,33,30,24.13179691,67.22512329,6.362607851,173.32283859999995,coffee
34,73,15,20.97195263,63.83179889,7.630424082999999,53.10207889,lentil
42,54,39,24.78292449,55.0976233,7.06014819,89.59896276,groundnut
120,64,91,30.48732069,76.37046132,6.76056623,131.86155127,turmeric
101,25,52,29.09910406,94.22237826,6.750145572,22.52497327,muskmelon
64,38,110,26.14139639,93.80956128,5.0441262,253.30429811,coconut
105,57,91,26.52896855,85.52888736,7.26353133,244.65584241,banana
89,28,60,29.13808771,94.46969513,5.82889728,251.02484833,coconut
62,38,39,34.61277692,35.54006033,7.73431426,115.23846276,jowar
13,126,204,23.1094265,92.79630809,6.3831802710000005,108.183792,apple
22,18,31,30.764551500000003,47.93791463,5.956027059,90.38503469,mango
72,38,50,26.28002089,93.76615097,5.43008619,160.24392791,cardamom
65,54,39,23.75091572,71.14782585,7.124571593,160.0889553,jute
64,38,54,21.86388367,93.65109234,5.62523647,232.44157117,tea
60,42,31,10.41774102,40.21975131,7.50049111,26.89535319,mustard
76,44,17,20.41683147,62.55424820000001,5.855442401,65.27798457,maize
76,34,48,15.7744598,56.18672813,7.10103619,85.94364122,wheat
75,26,41,19.16207916,78.61054133,5.35299295,291.63958785,cardamom
60,31,56,24.8587113,84.13096438,5.73762577,209.96269919,coffee
71,46,40,20.2801937,82.1235421,7.236705436,191.9535738,rice
67,47,44,26.73072391,81.78596776,7.868474653,280.4044392,rice
55,77,22,31.4345059,62.99303471,7.76061831,64.77651469,blackgram
18,74,15,24.9035819,22.27512704,5.70836603,146.4727237,kidneybeans
153,49,81,33.98795522,65.03839685,6.80566359,172.47732765,sugarcane
27,60,17,26.41768321,63.64698302,7.026795358999999,64.42177127,blackgram
82,46,41,23.325013100000003,79.79609448,6.581693772,187.3096148,jute
86,36,41,20.89836862,53.61477688,6.32193959,92.47496166,wheat
64,38,16,32.85385728,29.09795894,6.57730006,39.91366874,bajra
85,38,38,10.18591403,54.58060327,6.07287613,75.95099408,mustard
62,39,55,28.58456949,83.39859493,5.31219639,151.08646859,tea
104,47,18,23.9656349,76.97696717,7.633437412,90.75616738,cotton
39,65,53,35.33294932,92.11508608,6.560743092999999,235.6133585,papaya
99,50,15,18.14710054,71.09445342,5.573286437,88.07753741,maize
28,10,30,29.8690834,91.14723422,6.305740522000001,192.7678575,coconut
56,25,34,27.76638002,32.26857591,7.52667502,98.48156213,jowar
178,77,55,28.04599968,77.12227422,6.39211613,231.02426814,sugarcane
14,5,36,24.92639065,85.19098079,5.832525853,104.7693804,pomegranate
100,48,16,25.71895816,67.22190688,5.54990242,74.51490791,maize
87,40,61,28.87740094,77.56663271,7.093729,205.43872654,turmeric
12,129,205,22.36238282,91.15761594,6.119432215,118.68327250000002,apple
19,120,195,18.73932187,81.12109244,5.931538447,73.55807954,grapes
49,57,33,24.14511703,62.45942218,7.39439597,102.47563892,groundnut
46,25,29,13.64071031,40.07166664,6.87344628,40.58148024,mustard
94,45,72,15.12858611,89.59872994,5.44495576,214.62199684,cardamom
28,27,34,32.45465292,50.69693751,6.526654345,95.04871605,mango
88,47,89,29.85605805,94.59313585,5.694162,147.8123559,coconut
114,36,75,31.97218183,67.44572373,5.63530279,108.84279222,turmeric
91,36,37,17.68174522,57.04434744,7.24567662,76.7214787,wheat
108,24,31,24.12832546,56.18107663,6.431899747999999,147.27578180000003,coffee
2,67,18,34.51934775,47.52980027,5.921666758,129.0064612,pigeonpeas
40,62,45,23.2272576,66.26882567,6.39554589,99.05557902,groundnut
135,38,66,31.71074131,54.31217408,5.83793146,179.72194372,cotton
0,17,42,23.20242586,91.19442671,6.8598408210000015,109.0946323,pomegranate
82,49,31,23.59704723,42.24569989,6.67362894,101.84568801,wheat
113,15,29,27.09617155,63.55324262,6.779230041,190.2440566,coffee
60,25,63,26.27383869,78.16405992,5.21298138,191.42177617,cardamom
115,9,52,29.06785065,90.97685539,6.019372459,29.1194739,muskmelon
151,56,116,27.47745675,79.60458715,6.0706448,236.22283405,banana
70,42,43,23.16814977,76.66724969,6.508342839,157.1215052,jute
1,124,199,23.71059131,93.27392415,5.658473817000001,112.66765890000002,apple
5,126,197,12.80000387,81.20876367,6.417500829,67.10439401,grapes
94,45,40,18.39736978,63.02624961,5.09571378,223.92454852,coffee
119,64,73,24.8018585,76.25170317,6.97684502,156.00340302,sugarcane
115,48,110,31.9191787,88.93392323,5.09895262,255.82351093,coconut
60,42,38,18.2440305,50.48876639,7.43067518,63.12300121,wheat
75,52,98,21.5230939,69.68930686,7.38033089,195.61149584,turmeric
11,71,17,19.9191786,21.47324158,5.74644777,82.68554379,kidneybeans
86,27,40,21.50552981,87.37691389,5.82412271,120.71785128,coffee
167,70,80,30.42848686,89.26171367,6.35954174,262.72338487,sugarcane
103,57,114,26.73338173,84.64612139,5.55100585,143.08846463,banana
23,48,31,27.19348428,49.3302513,7.32854599,91.80426535,groundnut
65,24,42,25.35886406,40.47809212,6.55210632,110.84908849,jowar
90,15,52,27.04927452,91.3821731,6.448061578,23.65747461,muskmelon
14,128,205,22.60800988,94.58900601,6.226289556,116.0396587,apple
90,92,55,27.00932084,80.18546798,6.13465588,97.32531705,banana
85,52,120,26.84631423,76.05669055,6.4769923,117.43602159,banana
135,75,55,34.36479826,66.07136977,7.65256554,226.49701256,sugarcane
65,38,42,24.30912899,44.41736495,6.54287945,94.95319484,mustard
89,11,47,29.78714005,94.65343534,6.327822962000001,27.8659442,muskmelon
24,140,205,12.087022,83.59398734,5.93202852,68.66813363,grapes
69,58,32,23.39031278,49.10744909,6.07705908,60.85954254,wheat
81,59,39,18.57528701,61.96498416,7.48214089,95.86672087,wheat
111,74,77,29.29174828,84.67771097,6.9130887,145.95978153,sugarcane
31,144,202,11.02105378,80.55557235,5.870600622,68.23963161,grapes
40,45,35,20.49071724,37.91912651,6.80438594,60.00512023,mustard
44,46,23,28.61772129,62.28544752,7.42590318,69.38706703,groundnut
24,63,19,19.3479443,55.96805489,4.681576043,194.5921148,pigeonpeas
48,45,34,27.48182618,52.0789794,5.84538743,103.24371935,jowar
69,55,38,22.70883798,82.63941394,5.70080568,271.3248604,rice
21,23,42,19.54128063,90.29751796,6.902751061,104.3739878,pomegranate
37,24,13,19.14381903,90.71037456,7.8546243,108.0230792,orange
39,60,15,35.09357419,30.98685456,5.004074623999999,116.9106908,pigeonpeas
119,9,50,26.74550678,83.9195902,6.251286661,40.794305,watermelon
27,56,20,29.2114218,87.11497805,6.41874299,51.53848218,mungbean
133,50,25,25.72180042,81.19666206,7.569454601,99.93100821,cotton
76,32,33,34.94216677,37.02388404,7.76095532,81.66787106,jowar
69,23,38,15.75528313,36.11303787,7.80202512,84.88488344,mustard
98,42,53,21.82323593,86.44359676,5.28221226,165.39715408,tea
143,73,71,34.54429272,80.74436477,6.43508853,165.74655575,sugarcane
80,43,27,22.20068148,38.62225856,6.15729534,70.74423476,mustard
32,37,16,33.58679536,52.03789646,6.5174303,93.49059373,bajra
29,38,26,30.04422554,64.31826261,6.84108865,147.68103012,groundnut
30,19,39,30.92346718,44.55335277,7.12523099,65.60283562,bajra
22,16,27,29.1797902,90.27214288,6.006784979,188.9252083,coconut
53,48,29,23.52755671,57.72286992,7.42111842,129.95415827,soybean
120,59,58,23.47586088,87.29876279,7.23467969,196.93136977,turmeric
96,31,118,30.61980836,91.00485309,5.95692859,129.89745798,coconut
71,60,22,26.07470121,59.37147589,6.2048017,85.75692395,maize
84,18,46,27.08808014,93.42402083,6.781050372999999,25.32159689,muskmelon
100,56,57,32.2821231,70.78264566,6.20547497,168.02261422,sugarcane
27,145,205,9.467960445,82.29335466,5.800242694,66.02765219,grapes
94,32,40,27.24597508,52.81754578,7.11806546,97.28768007,soybean
12,20,10,24.45132792,93.10527686,6.528354932,109.4711098,orange
64,34,31,19.01896798,64.86695161,6.23893725,72.0191801,wheat
49,45,30,29.5192115,57.01254368,7.05134475,85.956641,jowar
84,32,52,20.77673825,82.82989637,6.46895219,196.38065803,cardamom
86,23,54,28.13924172,75.68162726,5.69162177,165.08621255,tea
79,29,42,33.86116514,44.6002652,5.80605947,104.37840269,jowar
137,78,49,30.12725594,88.10244905,7.96149228,148.43088668,sugarcane
11,36,31,27.92063282,51.77965917,6.47544932,100.2585673,mango
87,6,45,29.82729394,90.79007335,6.40077205,22.84203589,muskmelon
32,71,85,20.62767492,14.44008871,6.4039823160000005,92.06630306,chickpea
137,42,71,34.62171711,85.25124031,6.34137423,118.76310222,banana
71,42,43,34.27906563,62.67408853,6.39037076,133.26087947,cotton
90,53,72,29.84265293,59.77264891,7.53784888,92.36295638,cotton
105,30,50,25.29954705,81.77527562,6.37620108,57.04147057,watermelon
53,50,59,27.7506743,72.01709031,6.66042898,288.46938323,cardamom
31,78,76,17.57212145,14.99927489,8.519975748,89.31050665,chickpea
77,52,41,23.89069041,83.46409075,6.097294061,167.72306319999996,jute
125,39,21,25.03149561,82.21276599,7.954629324,95.0191318,cotton
26,51,25,28.76488954,52.62741529,7.792508067999999,55.21606732,mothbeans
3,134,199,20.28370163,81.32235739,5.81717753,71.06611222,grapes
50,26,94,26.62194217,74.86464108,7.27723647,330.64389002,coconut
82,24,33,26.53543168,67.09608099,6.809593554,120.6494434,coffee
98,8,51,26.1793464,86.52258079,6.25933595,49.43050977,watermelon
35,63,36,31.65618808,47.88696771,6.04303651,72.75125505,groundnut
26,67,24,36.97794384,37.73992903,5.642813116,161.48129630000005,pigeonpeas
74,42,29,22.45332934,70.80335489,6.98147993,176.81707542,soybean
0,21,32,35.89855625,54.25964196,6.430139436,92.19721736,mango
49,71,76,19.71098332,17.63879418,6.613072145,85.57925437,chickpea
57,56,78,17.34150229,18.75626255,8.861479668,67.9545435,chickpea
97,27,115,27.66375893,83.41060704,5.27596369,296.22071217,coconut
17,64,17,21.02213209,24.93896255,5.662699104,124.6118471,kidneybeans
120,41,31,23.83397392,52.30619913,6.55083119,83.79296192,wheat
45,33,40,10.1697153,55.18787569,7.37349623,66.45288267,mustard
113,63,105,30.97316337,75.41823135,6.53722875,195.82320154,banana
71,61,75,28.7347844,78.82091064,6.24115539,163.70075469,turmeric
113,28,78,21.7708933,80.36608201,6.22534448,206.89373241,tea
96,39,97,22.69119795,75.54132803,6.26997722,123.07519366,turmeric
14,21,35,29.52501367,91.91185319,6.121005506,194.3100272,coconut
114,48,115,29.38555164,92.10676944,6.6687053,145.9503278,banana
35,138,200,21.19909519,90.80819418,5.67130617,103.6838922,apple
70,38,35,24.39736241,79.26861738,7.014063944,164.2697011,jute
115,17,55,27.57826922,94.11878202,6.776533055,28.08253201,muskmelon
52,63,19,29.58949031,68.32176769,6.928898659,67.53021213,blackgram
89,30,58,26.12882302,85.89189027,5.05465094,241.28105771,coffee
82,41,48,31.86575483,34.47117379,5.52651045,83.5797882,jowar
28,74,81,18.01272266,18.30968112,8.753795334,81.98568791,chickpea
84,43,73,22.80978341,79.02648938,5.79095844,176.13218334,cardamom
38,120,197,17.5438296,82.94703302,6.323722572,73.77063744,grapes
36,67,25,35.95176642,36.52780776,6.418062652000001,136.0456753,pigeonpeas
68,38,53,21.64121147,86.4137581,5.24607634,194.91486736,cardamom
86,45,54,20.0344357,61.28816036,5.1681601,233.5127557,coffee
34,6,30,27.0828252,97.00155491,5.948342571,171.7575545,coconut
4,19,43,18.07132963,93.14554876,5.7794274020000005,106.3602023,pomegranate
58,55,47,26.05375792,93.69111672,6.7424900270000006,240.6863901,papaya
125,48,59,24.72664569,66.00512689,6.14229153,149.88905432,turmeric
17,58,20,28.06642822,85.91625451,6.42937879,39.23831035,mungbean
77,22,46,26.32440757,70.01334921,5.34015676,282.21202609,cardamom
81,40,44,29.36201293,51.18740137,6.93366694,161.40957089,cotton
113,38,20,22.10718988,78.58320116,6.364729934,74.94136567,cotton
